name,ticker,status,market,dividend_group,dividend_amount,dividend_annual_amount,dividend_yield_pct,last_dividend_date,next_dividend_estimate,dividend_frequency_days,dividend_summary,etf_nav,etf_premium_pct,etf_summary,etf_now_source_date,etf_now_signal,etf_now_return_pct,etf_now_buy_price,etf_now_buy_date,etf_now_summary,etf_holdings_source,etf_holdings_source_date,etf_holdings_count,etf_holdings_top,etf_holdings_weighted_move_pct,etf_holdings_summary,preopen_score,preopen_summary,intraday_1m_score,intraday_1m_trend,intraday_1m_summary,ai_label,ai_score,ai_reason,sector,label,action,action_reason,score,raw_score,technical_score,volume_score,flow_score,news_score,market_score,risk,overheated,chase_risk,market_regime,market_risk,price,daily_close,price_source,change_source,price_drift_pct,change_pct,gap_pct,volume_ratio,trade_value_ratio,liquidity_confirmed,trade_value,rsi,macd_bullish,atr_pct,patterns,reasons,risks,flow,flow_status,foreign_net,institution_net,news,news_source,news_one_line,news_strength,headlines,data_sources,sector_score,sector_risk,sector_summary,mobile_intel_generated_at,mobile_today_score,mobile_ai_explain,mobile_lead_signal,mobile_missed_signal,mobile_risk_signal,mobile_breaking_signal,mobile_sector_rotation,mobile_market_risk,mobile_capital_flow,mobile_theme_link,mobile_position_ai,mobile_sector_keywords,mobile_news_price_forecast,mobile_news_focus,mobile_trendline_anchor_date,mobile_trendline_anchor_price,mobile_trendline_up,mobile_trendline_down,mobile_trendline_status
롯데관광개발,032350.KS,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,0.0,본장 전/초반 1시간 중립 · 초반 +2.99%,16.0,강함,1분봉 강함 · 장중 +3.31% · 최근 +0.26% · 거래 0.6배,AI 관망,5,지금은 확실한 우위가 부족합니다.,카지노/관광,보류,대기,매매 근거 부족,23,44.0,18.0,0.0,0.0,11.0,15.0,21.0,False,False,상승장,6.0,19350.0,19350.0,naver_realtime,naver_realtime_calculated,0.0,5.68,1.58,0.71,0.69,False,9088172550.0,40.1,False,6.93,일반 모멘텀,"건전한 갭 상승, 뉴스 키워드: 보통 호재: 투자, 실적 / 약한 호재: 확대, 1분봉 강함 · 장중 +3.31% · 최근 +0.26% · 거래 0.6배","변동성 과다, 매수 확인 부족: 거래량 0.71x / 거래대금 0.69x",수급 수집 실패,unavailable,0.0,0.0,"보통 호재: 투자, 실적 / 약한 호재: 확대",google_news,"호재 뉴스: 주요주주 국민연금공단, 롯데관광개발 주식 10.05% 보유 (2026-05-22)",medium,"주요주주 국민연금공단, 롯데관광개발 주식 10.05% 보유 (2026-05-22) | 롯데관광개발, 9000억원 투자 회수 구간 진입…업종 내 ‘최선호주’ 지목 (2026-05-21)","naver_daily, naver_realtime, news:google_news, flow:unavailable, intraday_1m",0.0,0.0,중립,2026-05-23 20:24:39 PDT,45,"관망 · 추격 부담 높음 · 호재 뉴스: 주요주주 국민연금공단, 롯데관광개발 주식 10.05% 보유 (2026-05-22)",추격 주의 · 이미 오른 구간이라 눌림 확인 우선,놓침 위험 낮음,위험 신호 보통,급변 신호 없음,"카지노/관광 흐름 · 평균 +2.97% · 거래량 0.6배 · 대표 롯데관광개발, 강원랜드, GKL",공격장 · 평균 +3.32% · 하락비중 12% · 관심 종목 압축,수급 수집 실패,대표 테마 연결 대기,"기준 현재가 19,350 · 손절 참고 18,009 · 1차 익절 참고 21,026","최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화","호재 영향 예상: +2.9~+5.2% (20,356원 부근까지 시도) · 이탈 기준 18,747원","호재 뉴스: 주요주주 국민연금공단, 롯데관광개발 주식 10.05% 보유 (2026-05-22) · 최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",2026-05-23,19350.0,19992.9811,18813.618,당일 고정
Air Canada,AC.TO,ok,캐나다,저배당,0.0,0.0,0.0,,,0,저배당 · 배당 정보 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,0.0,,0.0,대기,,AI 관망,0,지금은 확실한 우위가 부족합니다.,캐나다/항공,보류,🚫 제외,리스크 과다,22,51.0,36.0,0.0,0.0,0.0,15.0,29.0,False,True,상승장,6.0,20.3,20.3,fast_quote,calculated,0.0,-0.05,0.2,0.78,0.83,False,48267308.0,71.1,True,2.9,일반 모멘텀,"추세 상승, MACD 상승, 건전한 갭 상승","20일 범위 상단 추격, 거래대금 부족, 매수 확인 부족: 거래량 0.78x / 거래대금 0.83x, 리스크 29 이상으로 신규 관심 제외",수급 확인 불가,no_code,0.0,0.0,뉴스 중립,google_news,"관련 뉴스: Air Canada, Unifor와 6천 명 직원 대상 잠정 합의 도달 - Investing.com 한국어 (2026-05-23)",none,"Air Canada, Unifor와 6천 명 직원 대상 잠정 합의 도달 - Investing.com 한국어 (2026-05-23) | 스카이팀 대한항공, 스타얼라이언스 에어캐나다와 코드셰어…월드컵 수요까지 정조준 (2026-05-19)","yahoo_daily, fast_quote, news:google_news, flow:no_code",,,섹터 확인 부족,2026-05-23 20:24:39 PDT,19,"관망 · 추격 부담 낮음 · 관련 뉴스: Air Canada, Unifor와 6천 명 직원 대상 잠정 합의 도달 - Investing.com 한국어 (20",선행 신호 대기,놓침 위험 낮음,위험 신호 보통,급변 신호 없음,항공 흐름 · 평균 -0.05% · 거래량 0.8배 · 대표 Air Canada,중립장 · 평균 +0.21% · 하락비중 29% · 분할 접근,수급 확인 불가,우주항공 → 위성 → 통신장비 → 소재,기준 현재가 20 · 손절 참고 20 · 1차 익절 참고 21,"최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",뉴스 영향 예상: 방향성 약함 · 가격/거래량 확인 우선,"관련 뉴스: Air Canada, Unifor와 6천 명 직원 대상 잠정 합의 도달 - Investing.com 한국어 (2026-05-23) · 최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",2026-05-23,20.3,20.5649,20.0637,당일 고정
Netflix,NFLX,ok,미장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,0.0,,0.0,대기,,AI 관망,21,지금은 확실한 우위가 부족합니다.,미장/콘텐츠,보류,대기,매매 근거 부족,22,32.0,10.0,0.0,0.0,7.0,15.0,10.0,False,False,상승장,6.0,88.6,88.6,fast_quote,calculated,0.0,-0.78,-0.22,0.71,0.71,False,2107873703.0,42.2,True,2.72,일반 모멘텀,"MACD 상승, 뉴스 키워드: 보통 호재: 투자 / 약한 호재: 상승 / 악재: 하락","뉴스 리스크: 보통 호재: 투자 / 약한 호재: 상승 / 악재: 하락, 매수 확인 부족: 거래량 0.71x / 거래대금 0.71x",수급 확인 불가,no_code,0.0,0.0,보통 호재: 투자 / 약한 호재: 상승 / 악재: 하락,google_news,악재 뉴스: 최근 25% 주가 하락 후 넷플릭스(NFLX)는 공정한 가치를 제공하고 있나요? - simplywall.st (2026-05-21),medium,최근 25% 주가 하락 후 넷플릭스(NFLX)는 공정한 가치를 제공하고 있나요? - simplywall.st (2026-05-21) | Netflix Inc (NFLX) 주식 마감했습니다 상승 3.01%에 5월18일: 어떤 신호인가요? (2026-05-19),"yahoo_daily, fast_quote, news:google_news, flow:no_code",0.0,0.0,중립,2026-05-23 20:24:39 PDT,20,관망 · 추격 부담 낮음 · 악재 뉴스: 최근 25% 주가 하락 후 넷플릭스(NFLX)는 공정한 가치를 제공하고 있나요? - simplywall.st (2,선행 신호 대기,놓침 위험 낮음,위험 신호 보통,급변 신호 없음,"콘텐츠 흐름 · 평균 -0.67% · 거래량 0.7배 · 대표 Netflix, Disney",공격장 · 평균 +1.58% · 하락비중 35% · 관심 종목 압축,수급 확인 불가,대표 테마 연결 대기,기준 현재가 89 · 손절 참고 86 · 1차 익절 참고 92,"최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",악재 영향 예상: -3.0~-4.5% (84.61 USD 부근까지 경계) · 회복 기준 90.37 USD 돌파,"악재 뉴스: 최근 25% 주가 하락 후 넷플릭스(NFLX)는 공정한 가치를 제공하고 있나요? - simplywall.st (2026-05-21) · 최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",2026-05-23,88.6,89.6845,87.5807,당일 고정
휴젤,145020.KQ,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,0.0,본장 전/초반 1시간 중립 · 초반 +4.35%,16.0,강함,1분봉 강함 · 장중 +1.13% · 최근 +0.38% · 거래 0.6배,AI 관망,36,지금은 확실한 우위가 부족합니다.,바이오,보류,대기,매매 근거 부족,22,43.0,28.0,0.0,0.0,0.0,15.0,21.0,False,False,상승장,6.0,267500.0,267500.0,naver_realtime,naver_realtime_calculated,0.0,3.28,1.74,1.07,1.05,True,19356032500.0,55.6,False,7.46,일반 모멘텀,"RSI 건강 구간, 건전한 갭 상승, 1분봉 강함 · 장중 +1.13% · 최근 +0.38% · 거래 0.6배",변동성 과다,수급 수집 실패,unavailable,0.0,0.0,뉴스 중립,google_news,"관련 뉴스: [생생한 주식쇼 생쇼] 대형주 랠리 종료, 방어적 턴어라운드 종목 주목 (2026-05-19)",none,"[생생한 주식쇼 생쇼] 대형주 랠리 종료, 방어적 턴어라운드 종목 주목 (2026-05-19) | 코스닥 제약업종 톱50 외국인 주식 보유액 8.4조원 규모 (2026-05-19)","naver_daily, naver_realtime, news:google_news, flow:unavailable, intraday_1m",0.0,0.0,중립,2026-05-23 20:24:39 PDT,50,"관망 · 추격 부담 낮음 · 관련 뉴스: [생생한 주식쇼 생쇼] 대형주 랠리 종료, 방어적 턴어라운드 종목 주목 (2026-05-19) · 놓친 상승 복기: 이전 놓친 상승 패턴 9회",선행 신호 대기,놓침 위험 낮음,위험 신호 보통,급변 신호 없음,"바이오 흐름 · 평균 +7.21% · 거래량 1.2배 · 대표 SK바이오팜, SK바이오사이언스, 알테오젠",공격장 · 평균 +3.32% · 하락비중 12% · 관심 종목 압축,수급 수집 실패,의료/제약 → 임상/승인 → 장비/소모품,"기준 현재가 267,500 · 손절 참고 247,544 · 1차 익절 참고 292,444","최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",뉴스 영향 예상: 방향성 약함 · 가격/거래량 확인 우선,"관련 뉴스: [생생한 주식쇼 생쇼] 대형주 랠리 종료, 방어적 턴어라운드 종목 주목 (2026-05-19) · 최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",2026-05-23,267500.0,276513.145,259517.8,당일 고정
태광,023160.KQ,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,10.0,본장 전/초반 1시간 강세 · 초반 +3.26% · 오늘 우호적,16.0,강함,1분봉 강함 · 장중 +5.03% · 최근 +1.05% · 거래 1.3배,AI 관망,4,지금은 확실한 우위가 부족합니다.,조선기자재,보류,대기,매매 근거 부족,22,43.0,18.0,0.0,0.0,0.0,25.0,21.0,False,False,상승장,6.0,38650.0,38650.0,naver_realtime,naver_realtime_calculated,0.0,6.77,2.76,0.9,0.84,True,14320945850.0,29.8,False,8.36,본장 전/초반 강세,"건전한 갭 상승, 1분봉 강함 · 장중 +5.03% · 최근 +1.05% · 거래 1.3배, 본장 전/초반 1시간 강세 · 초반 +3.26% · 오늘 우호적",변동성 과다,수급 수집 실패,unavailable,0.0,0.0,뉴스 중립,google_news,관련 뉴스: 기사회생한 유니온·동성제약...부광·태광 품에서 '재도약' 날개 편다 (2026-05-20),none,기사회생한 유니온·동성제약...부광·태광 품에서 '재도약' 날개 편다 (2026-05-20) | 동성제약 기업회생 절차 종결 : 법정관리 벗어나 태광그룹 계열사로 경영 정상화 단계 진입 (2026-05-18),"naver_daily, naver_realtime, news:google_news, flow:unavailable, intraday_1m",0.0,0.0,중립,2026-05-23 20:24:39 PDT,11,관망 · 추격 부담 높음 · 관련 뉴스: 기사회생한 유니온·동성제약...부광·태광 품에서 '재도약' 날개 편다 (2026-05-20),추격 주의 · 이미 오른 구간이라 눌림 확인 우선,놓침 위험 낮음,위험 신호 보통,급변 감지 · 당일 +6.77%,"조선기자재 흐름 · 평균 +4.00% · 거래량 0.6배 · 대표 태광, 동성화인텍, HD현대마린엔진",공격장 · 평균 +3.32% · 하락비중 12% · 관심 종목 압축,수급 수집 실패,의료/제약 → 임상/승인 → 장비/소모품,"기준 현재가 38,650 · 손절 참고 35,419 · 1차 익절 참고 42,689","최대 호재: LNG선 수주, 선가 상승, 흑자 전환, 해양플랜트 수주 / 최대 악재: 인도 지연, 원가 상승, 노사 갈등, 수주 취소",뉴스 영향 예상: 방향성 약함 · 가격/거래량 확인 우선,"관련 뉴스: 기사회생한 유니온·동성제약...부광·태광 품에서 '재도약' 날개 편다 (2026-05-20) · 최대 호재: LNG선 수주, 선가 상승, 흑자 전환, 해양플랜트 수주 / 최대 악재: 인도 지연, 원가 상승, 노사 갈등, 수주 취소",2026-05-23,38650.0,40216.7164,37357.544,당일 고정
현대모비스,012330.KS,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,-8.0,본장 전/초반 1시간 약세 · 초반 -1.25% · 방어 우선,6.0,양호,1분봉 양호 · 장중 +0.78% · 최근 -0.46%,AI 관망,25,지금은 확실한 우위가 부족합니다.,자동차부품,보류,🚫 제외,리스크 과다,22,51.0,36.0,0.0,0.0,0.0,15.0,29.0,False,False,상승장,6.0,646000.0,646000.0,naver_realtime,naver_realtime_calculated,0.0,-3.58,-2.39,1.24,1.42,True,640816496000.0,70.9,True,10.39,일반 모멘텀,"추세 상승, MACD 상승, 1분봉 양호 · 장중 +0.78% · 최근 -0.46%","변동성 과다, 뉴스 호재 강도 약함, 본장 전/초반 1시간 약세 · 초반 -1.25% · 방어 우선, 리스크 29 이상으로 신규 관심 제외",수급 수집 실패,unavailable,0.0,0.0,약한 호재: 상승,google_news,"호재 뉴스: 현대자동차그룹 정의선 회장, ‘본텍→현대모비스 쪼개기→보스턴 20조’…3번의 승계 도박 (2026-05-22)",weak,"현대자동차그룹 정의선 회장, ‘본텍→현대모비스 쪼개기→보스턴 20조’…3번의 승계 도박 (2026-05-22) | AI주식상승확률분석 : 현대모비스(012330) 주가 전망과 상승확률 분석 - Investing.com 한국어 (2026-05-22)","naver_daily, naver_realtime, news:google_news, flow:unavailable, intraday_1m",0.0,0.0,중립,2026-05-23 20:24:39 PDT,49,"관망 · 거래량 1.2배 · 호재 뉴스: 현대자동차그룹 정의선 회장, ‘본텍→현대모비스 쪼개기→보스턴 20조’…3번의 승계 도박 (2026-05-22) · 놓친 상승 복기: 이전 놓친 상승 패턴 1회",선행 신호 대기,놓침 위험 낮음,위험 신호 보통,급변 신호 없음,"자동차부품 흐름 · 평균 +2.81% · 거래량 1.1배 · 대표 에스엘, 한국타이어앤테크놀로지, HL만도",공격장 · 평균 +3.32% · 하락비중 12% · 관심 종목 압축,수급 수집 실패,대표 테마 연결 대기,"기준 현재가 646,000 · 손절 참고 578,881 · 1차 익절 참고 729,899","최대 호재: 판매 증가, 환율 수혜, 신차 효과, 전기차 보조금 / 최대 악재: 리콜, 파업, 관세, 판매 부진","호재 영향 예상: +4.5~+8.1% (698,510원 부근까지 시도) · 이탈 기준 615,796원","호재 뉴스: 현대자동차그룹 정의선 회장, ‘본텍→현대모비스 쪼개기→보스턴 20조’…3번의 승계 도박 (2026-05-22) · 최대 호재: 판매 증가, 환율 수혜, 신차 효과, 전기차 보조금 / 최대 악재: 리콜, 파업, 관세, 판매 부진",2026-05-23,646000.0,676203.73,617302.096,당일 고정
현대제철,004020.KS,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,10.0,본장 전/초반 1시간 강세 · 초반 +1.50% · 오늘 우호적,16.0,강함,1분봉 강함 · 장중 +3.75% · 최근 +0.85% · 거래 1.5배,AI 관망,0,지금은 확실한 우위가 부족합니다.,철강,보류,대기,매매 근거 부족,22,43.0,18.0,0.0,0.0,0.0,25.0,21.0,False,False,상승장,6.0,41550.0,41550.0,naver_realtime,naver_realtime_calculated,0.0,5.99,2.04,0.58,0.56,False,41951040600.0,47.9,False,8.15,본장 전/초반 강세,"건전한 갭 상승, 1분봉 강함 · 장중 +3.75% · 최근 +0.85% · 거래 1.5배, 본장 전/초반 1시간 강세 · 초반 +1.50% · 오늘 우호적","변동성 과다, 매수 확인 부족: 거래량 0.58x / 거래대금 0.56x",수급 수집 실패,unavailable,0.0,0.0,뉴스 중립,google_news,"관련 뉴스: [주식민원처리반 3부] '에코프로, 인텍플러스' 월요일에 선택할 이 종목은? (2026-05-23)",none,"[주식민원처리반 3부] '에코프로, 인텍플러스' 월요일에 선택할 이 종목은? (2026-05-23) | 앤트로픽 기대감 SK텔레콤, 장초반 쓸어담았다 [주식 초고수는 지금] (2026-05-22)","naver_daily, naver_realtime, news:google_news, flow:unavailable, intraday_1m",0.0,0.0,중립,2026-05-23 20:24:39 PDT,18,"관망 · 추격 부담 높음 · 관련 뉴스: [주식민원처리반 3부] '에코프로, 인텍플러스' 월요일에 선택할 이 종목은? (2026-05-23)",추격 주의 · 이미 오른 구간이라 눌림 확인 우선,놓침 위험 낮음,위험 신호 보통,급변 신호 없음,"철강 흐름 · 평균 +1.43% · 거래량 0.6배 · 대표 현대제철, 대한제강, KG스틸",공격장 · 평균 +3.32% · 하락비중 12% · 관심 종목 압축,수급 수집 실패,대표 테마 연결 대기,"기준 현재가 41,550 · 손절 참고 38,164 · 1차 익절 참고 45,783","최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",뉴스 영향 예상: 방향성 약함 · 가격/거래량 확인 우선,"관련 뉴스: [주식민원처리반 3부] '에코프로, 인텍플러스' 월요일에 선택할 이 종목은? (2026-05-23) · 최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",2026-05-23,41550.0,43169.0788,40195.47,당일 고정
대주전자재료,078600.KQ,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,0.0,본장 전/초반 1시간 중립 · 초반 +16.39%,16.0,강함,1분봉 강함 · 장중 +14.70% · 최근 +0.97% · 거래 0.3배,AI 관망,0,이미 많이 오른 구간이라 신규 매수보다 눌림 확인이 우선입니다.,2차전지소재,보류,🚫 제외,리스크 과다,22,53.0,18.0,12.0,0.0,8.0,15.0,31.0,False,True,상승장,6.0,156800.0,156800.0,naver_realtime,naver_realtime_calculated,0.0,18.34,1.89,1.69,1.67,True,126741283200.0,49.1,False,8.87,일반 모멘텀,"거래량 증가(1.7x), 건전한 갭 상승, 뉴스 키워드: 보통 호재: 투자, 실적, 1분봉 강함 · 장중 +14.70% · 최근 +0.97% · 거래 0.3배","변동성 과다, 당일 급등 후 추격 위험, 리스크 31 이상으로 신규 관심 제외",수급 수집 실패,unavailable,0.0,0.0,"보통 호재: 투자, 실적",google_news,"호재 뉴스: 메리츠증권, CB 발행사와 콜옵션 수익 나누는 이례적 딜 수행 (2026-05-21)",medium,"메리츠증권, CB 발행사와 콜옵션 수익 나누는 이례적 딜 수행 (2026-05-21) | 반도체 다음은 '이것'…AI 덕분에 조용히 웃는 종목들 (2026-05-20)","naver_daily, naver_realtime, news:google_news, flow:unavailable, intraday_1m",0.0,0.0,중립,2026-05-23 20:24:39 PDT,31,"관망 · 거래량 1.7배 · 추격 부담 높음 · 호재 뉴스: 메리츠증권, CB 발행사와 콜옵션 수익 나누는 이례적 딜 수행 (2026-05-21) · 놓친 상승 복기: 이전 놓친 상승 패턴 4회 / 대주전자재료 개별 실패 복기 1회",추격 주의 · 이미 오른 구간이라 눌림 확인 우선,놓침 위험 낮음,위험 신호 보통,급변 감지 · 당일 +18.34%,"2차전지소재 흐름 · 평균 +6.62% · 거래량 0.7배 · 대표 대주전자재료, 에코프로머티, 코스모신소재",공격장 · 평균 +3.32% · 하락비중 12% · 관심 종목 압축,수급 수집 실패,대표 테마 연결 대기,"기준 현재가 156,800 · 손절 참고 142,892 · 1차 익절 참고 174,185","최대 호재: 수주, IRA 수혜, 리튬 가격 안정, 흑자 전환 / 최대 악재: 화재, 리콜, 수요 둔화, 적자 확대","호재 영향 예상: +2.9~+5.3% (165,162원 부근까지 시도) · 이탈 기준 150,541원","호재 뉴스: 메리츠증권, CB 발행사와 콜옵션 수익 나누는 이례적 딜 수행 (2026-05-21) · 최대 호재: 수주, IRA 수혜, 리튬 가격 안정, 흑자 전환 / 최대 악재: 화재, 리콜, 수요 둔화, 적자 확대",2026-05-23,156800.0,164967.2416,151236.736,당일 고정
한국금융지주,071050.KS,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,-8.0,본장 전/초반 1시간 약세 · 초반 -1.37% · 방어 우선,14.0,강함,1분봉 강함 · 장중 -0.59% · 최근 +0.39% · 거래 2.2배,AI 관망,14,지금은 확실한 우위가 부족합니다.,증권,보류,🚫 제외,리스크 과다,22,51.0,28.0,0.0,0.0,8.0,15.0,29.0,False,False,상승장,6.0,254500.0,254500.0,naver_realtime,naver_realtime_calculated,0.0,2.0,1.6,0.56,0.55,False,48768562500.0,54.8,False,8.14,일반 모멘텀,"RSI 건강 구간, 건전한 갭 상승, 뉴스 키워드: 보통 호재: 투자, 실적, 1분봉 강함 · 장중 -0.59% · 최근 +0.39% · 거래 2.2배","변동성 과다, 본장 전/초반 1시간 약세 · 초반 -1.37% · 방어 우선, 매수 확인 부족: 거래량 0.56x / 거래대금 0.55x, 리스크 29 이상으로 신규 관심 제외",수급 수집 실패,unavailable,0.0,0.0,"보통 호재: 투자, 실적",google_news,호재 뉴스: [오늘의 IR] 기아ㆍ한국금융지주ㆍ누보 등 - v.daum.net (2026-05-21),medium,"[오늘의 IR] 기아ㆍ한국금융지주ㆍ누보 등 - v.daum.net (2026-05-21) | [카드] 한국투자증권, '주식모으기' 투자자 분석 (2026-05-18)","naver_daily, naver_realtime, news:google_news, flow:unavailable, intraday_1m",0.0,0.0,중립,2026-05-23 20:24:39 PDT,36,관망 · 추격 부담 낮음 · 호재 뉴스: [오늘의 IR] 기아ㆍ한국금융지주ㆍ누보 등 - v.daum.net (2026-05-21),선행 신호 대기,놓침 위험 낮음,위험 신호 보통,급변 신호 없음,"증권 흐름 · 평균 +1.55% · 거래량 0.5배 · 대표 한국금융지주, 삼성증권, NH투자증권",공격장 · 평균 +3.32% · 하락비중 12% · 관심 종목 압축,수급 수집 실패,대표 테마 연결 대기,"기준 현재가 254,500 · 손절 참고 233,784 · 1차 익절 참고 280,395","최대 호재: 거래대금 증가, 금리 인하, IB 회복, 자사주 / 최대 악재: 부동산PF 손실, 충당금, 순매도, IB 부진","호재 영향 예상: +3.4~+6.1% (270,037원 부근까지 시도) · 이탈 기준 245,178원","호재 뉴스: [오늘의 IR] 기아ㆍ한국금융지주ㆍ누보 등 - v.daum.net (2026-05-21) · 최대 호재: 거래대금 증가, 금리 인하, IB 회복, 자사주 / 최대 악재: 부동산PF 손실, 충당금, 순매도, IB 부진",2026-05-23,254500.0,263593.285,246213.48,당일 고정
한국가스공사,036460.KS,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,0.0,본장 전/초반 1시간 중립 · 초반 -0.79%,0.0,중립,1분봉 중립 · 장중 -0.92% · 최근 +0.00%,AI 관망,21,지금은 확실한 우위가 부족합니다.,전력에너지,보류,대기,매매 근거 부족,22,28.0,6.0,0.0,0.0,7.0,15.0,6.0,False,False,상승장,6.0,37650.0,37650.0,naver_realtime,naver_realtime_calculated,0.0,-0.4,0.53,0.58,0.57,False,7127295600.0,40.1,False,3.36,일반 모멘텀,"건전한 갭 상승, 뉴스 키워드: 강한 호재: 계약",매수 확인 부족: 거래량 0.58x / 거래대금 0.57x,수급 수집 실패,unavailable,0.0,0.0,강한 호재: 계약,google_news,호재 뉴스: 정부 정책 희생양 된 상장 에너지 공기업 (2026-05-22),strong,"정부 정책 희생양 된 상장 에너지 공기업 (2026-05-22) | 한국가스공사, BP와 LNG 70만t 추가 도입 계약 체결 (2026-05-22)","naver_daily, naver_realtime, news:google_news, flow:unavailable, intraday_1m",0.0,0.0,중립,2026-05-23 20:24:39 PDT,37,관망 · 추격 부담 낮음 · 호재 뉴스: 정부 정책 희생양 된 상장 에너지 공기업 (2026-05-22),선행 신호 대기,놓침 위험 낮음,위험 신호 보통,급변 신호 없음,"전력에너지 흐름 · 평균 +1.03% · 거래량 0.6배 · 대표 지역난방공사, 한전KPS, 한국가스공사",공격장 · 평균 +3.32% · 하락비중 12% · 관심 종목 압축,수급 수집 실패,전력 → 전선 → 구리 → 원전/데이터센터,"기준 현재가 37,650 · 손절 참고 36,385 · 1차 익절 참고 39,231","최대 호재: 전력망 투자, 변압기 수주, 데이터센터 전력, 송전망 증설 / 최대 악재: 정책 지연, 원가 상승, 납기 지연, 안전사고","호재 영향 예상: +3.0~+5.5% (39,728원 부근까지 시도) · 이탈 기준 36,897원","호재 뉴스: 정부 정책 희생양 된 상장 에너지 공기업 (2026-05-22) · 최대 호재: 전력망 투자, 변압기 수주, 데이터센터 전력, 송전망 증설 / 최대 악재: 정책 지연, 원가 상승, 납기 지연, 안전사고",2026-05-23,37650.0,38219.268,37131.936,당일 고정
